"","number","name","year","theme","themeGroup","subtheme","category","packagingType","availability","ageRange","minifigs","pieces","retailPrice","pp","collections.ownedBy","collections.wantedBy"
"3836","75968","4 Privet Drive",2020,"Harry Potter","Licensed","Chamber of Secrets","Normal","Box","Retail",8,6,797,79.99,0.100363864491844,12589,2836
"3837","75969","Hogwarts Astronomy Tower",2020,"Harry Potter","Licensed","Half-Blood Prince","Normal","Box","Retail",9,8,971,99.99,0.1029763130793,12217,2899
"3838","75978","Diagon Alley",2020,"Harry Potter","Licensed","General","Normal","Box","LEGO exclusive",16,17,5544,449.99,0.0811670274170274,9537,5324
"3839","75979","Hedwig",2020,"Harry Potter","Licensed","Characters","Normal","Box","Retail",10,1,630,39.99,0.0634761904761905,11972,2156
"3840","75980","Attack on the Burrow",2020,"Harry Potter","Licensed","Half-Blood Prince","Normal","Box","Retail",9,8,1047,99.99,0.0955014326647564,10389,3428
"3841","75981","LEGO Harry Potter Advent Calendar",2020,"Harry Potter","Licensed","Seasonal","Normal","Box","Retail",7,6,335,29.23,0.0872537313432836,8519,1019
"3842","76140","Iron Man Mech",2020,"Marvel Super Heroes","Licensed","Avengers","Normal","Box","Retail",6,1,148,9.99,0.0675,7183,845
"3843","76141","Thanos Mech",2020,"Marvel Super Heroes","Licensed","Avengers","Normal","Box","Retail",6,1,152,9.99,0.0657236842105263,7064,860
"3844","76142","Avengers Speeder Bike Attack",2020,"Marvel Super Heroes","Licensed","Avengers","Normal","Box","Retail",6,3,226,24.36,0.107787610619469,2938,1062
"3845","76143","Avengers Truck Take-down",2020,"Marvel Super Heroes","Licensed","Avengers","Normal","Box","Retail",7,4,477,39.99,0.0838364779874214,2422,1013
"3846","76146","Spider-Man Mech",2020,"Marvel Super Heroes","Licensed","Spider-Man","Normal","Box","Retail",6,1,152,9.99,0.0657236842105263,4531,692
"3847","76147","Vulture's Trucker Robbery",2020,"Marvel Super Heroes","Licensed","Spider-Man","Normal","Box","Retail",4,3,93,24.36,0.261935483870968,809,680
"3848","76148","Spider-Man vs. Doc Ock",2020,"Marvel Super Heroes","Licensed","Spider-Man","Normal","Box","Retail",6,3,234,29.23,0.12491452991453,1695,942
"3849","76149","The Menace of Mysterio",2020,"Marvel Super Heroes","Licensed","Spider-Man","Normal","Box","Retail",4,3,163,34.99,0.214662576687117,1043,796
"3850","76150","Spiderjet vs. Venom Mech",2020,"Marvel Super Heroes","Licensed","Spider-Man","Normal","Box","Retail",7,3,371,39.99,0.107789757412399,2513,1121
"3851","76151","Venomosaurus Ambush",2020,"Marvel Super Heroes","Licensed","Spider-Man","Normal","Box","Retail",8,5,640,79.99,0.124984375,1643,1451
"3852","76152","Avengers Wrath of Loki",2020,"Marvel Super Heroes","Licensed","Avengers","Normal","Box","Retail",4,5,223,59.99,0.269013452914798,1310,931
"3853","76153","Avengers Helicarrier",2020,"Marvel Super Heroes","Licensed","Avengers","Normal","Box","Retail",9,8,1244,119.99,0.0964549839228296,2325,1649
"3854","76157","Wonder Woman vs. Cheetah",2020,"DC Comics Super Heroes","Licensed","Wonder Woman 1984","Normal","Box","Retail",8,3,371,39.99,0.107789757412399,5323,938
"3855","76158","Batboat The Penguin Pursuit!",2020,"DC Comics Super Heroes","Licensed","Batman","Normal","Box","Retail",4,2,54,9.99,0.185,2390,528
"3856","76159","Joker's Trike Chase",2020,"DC Comics Super Heroes","Licensed","Batman","Normal","Box","Retail",7,4,440,49.99,0.113613636363636,1767,888
"3857","76160","Mobile Bat Base",2020,"DC Comics Super Heroes","Licensed","Batman","Normal","Box","Retail",8,6,743,89.99,0.121117092866756,1691,1054
"3858","76161","1989 Batwing",2020,"DC Comics Super Heroes","Licensed","Batman 1989","Normal","Box","LEGO exclusive",18,3,2363,199.99,0.084633939906898,7725,2489
"3859","76162","Black Widow's Helicopter Chase",2020,"Marvel Super Heroes","Licensed","Black Widow","Normal","Box","Retail - limited",NA,3,271,29.99,0.110664206642066,3959,1377
"3860","76163","Venom Crawler",2020,"Marvel Super Heroes","Licensed","Spider-Man","Normal","{Not specified}","{Not specified}",NA,3,413,29.99,0.0726150121065375,1697,997
"3861","76164","Iron Man Hulkbuster versus A.I.M. Agent",2020,"Marvel Super Heroes","Licensed","Avengers","Normal","Box","Retail",8,4,456,39.99,0.0876973684210526,2735,1047
"3862","76165","Iron Man Helmet",2020,"Marvel Super Heroes","Licensed","Iron Man","Normal","Box","Retail",18,0,480,59.99,0.124979166666667,5668,1416
"3863","76166","Avengers Tower Battle",2020,"Marvel Super Heroes","Licensed","Avengers","Normal","Box","Retail",8,7,685,89.99,0.131372262773723,4246,2103
"3864","76167","Iron Man Armory",2020,"Marvel Super Heroes","Licensed","Avengers","Normal","Box","Retail",7,5,258,29.99,0.116240310077519,5111,1609
"3865","75295","Millennium Falcon Microfighter",2021,"Star Wars","Licensed","MicroFighters","Normal","Box","Retail",NA,1,101,9.99,0.0989108910891089,12412,1058
"3866","75296","Darth Vader Meditation Chamber",2021,"Star Wars","Licensed","Episode V","Normal","Box","Retail",18,2,663,69.99,0.105565610859729,7306,2791
"3867","75297","Resistance X-wing Starfighter",2021,"Star Wars","Licensed","Episode VII","Normal","Box","Retail",4,2,60,19.99,0.333166666666667,3429,850
"3868","75298"," AT-AT vs. Tauntaun Microfighters",2021,"Star Wars","Licensed","MicroFighters","Normal","Box","Retail",6,2,205,19.99,0.0975121951219512,10841,1586
"3869","75299","Trouble on Tatooine",2021,"Star Wars","Licensed","The Mandalorian","Normal","Box","Retail",7,3,276,29.99,0.108659420289855,19861,2062
"3870","75300","Imperial TIE Fighter",2021,"Star Wars","Licensed","Episode IV","Normal","Box","Retail",8,3,432,44.99,0.104143518518519,14996,2599
"3871","75301","Luke Skywalker's X-wing Fighter",2021,"Star Wars","Licensed","Episode IV","Normal","Box","Retail",9,4,474,49.99,0.105464135021097,14805,2699
"3872","75302","Imperial Shuttle",2021,"Star Wars","Licensed","Episode VI","Normal","Box","Retail",9,3,660,79.99,0.12119696969697,8616,2547
"3873","75304","Darth Vader Helmet",2021,"Star Wars","Licensed","Helmet Collection","Normal","Box","Retail",18,0,834,79.99,0.0959112709832134,13226,2082
"3874","75305","Scout Trooper Helmet",2021,"Star Wars","Licensed","Helmet Collection","Normal","Box","Retail",18,0,471,49.99,0.106135881104034,11919,1952
"3875","75306","Imperial Probe Droid",2021,"Star Wars","Licensed","Episode V","Normal","Box","Retail",18,0,683,69.99,0.102474377745242,11644,2136
"3876","75307","LEGO Star Wars Advent Calendar",2021,"Star Wars","Licensed","Seasonal","Normal","Box","Retail",NA,7,335,29.99,0.0895223880597015,9571,1268
"3877","75308","R2-D2",2021,"Star Wars","Licensed","Miscellaneous","Normal","Box","LEGO exclusive",18,1,2314,239.99,0.103712186689715,9577,3429
"3878","75309","Republic Gunship",2021,"Star Wars","Licensed","Ultimate Collector Series","Normal","Box","LEGO exclusive",18,2,3292,399.99,0.121503645200486,6709,4110
"3879","75310","Duel on Mandalore",2021,"Star Wars","Licensed","The Clone Wars","Normal","Box","Retail",7,2,147,19.99,0.135986394557823,15497,1981
"3880","75311","Imperial Armored Marauder",2021,"Star Wars","Licensed","The Mandalorian","Normal","Box","Retail",8,4,478,39.99,0.0836610878661088,11467,2375
"3881","75312","Boba Fett's Starship",2021,"Star Wars","Licensed","The Mandalorian","Normal","Box","Retail",9,2,593,49.99,0.0843001686340641,14147,2356
"3882","75313","AT-AT",2021,"Star Wars","Licensed","Ultimate Collector Series","Normal","Box","LEGO exclusive",18,9,6785,849.99,0.125274871039057,6090,5219
"3883","75314","The Bad Batch Attack Shuttle",2021,"Star Wars","Licensed","The Bad Batch","Normal","Box","Retail",9,6,969,99.99,0.103188854489164,11568,2918
"3884","75315","Imperial Light Cruiser",2021,"Star Wars","Licensed","The Mandalorian","Normal","Box","Retail",10,6,1336,159.99,0.119752994011976,7956,3560
"3885","75316","Mandalorian Starfighter",2021,"Star Wars","Licensed","The Clone Wars","Normal","Box","Retail",9,3,544,69.99,0.128658088235294,12401,3098
"3886","75319","The Armorer's Mandalorian Forge",2021,"Star Wars","Licensed","The Mandalorian","Normal","Box","Retail",8,3,258,29.99,0.116240310077519,12787,2785
"3887","75546","Minions in Gru's Lab",2021,"Minions: The Rise of Gru","Licensed",NA,"Normal","Box","Retail",4,2,87,19.99,0.229770114942529,1356,656
"3888","75547","Minion Pilot in Training",2021,"Minions: The Rise of Gru","Licensed",NA,"Normal","Box","Retail",4,2,119,34.99,0.294033613445378,843,632
"3889","75550","Minions Kung Fu Battle",2021,"Minions: The Rise of Gru","Licensed",NA,"Normal","Box","Retail",NA,3,310,39.99,0.129,1733,891
"3890","76145","Eternals' Aerial Assault",2021,"Marvel Super Heroes","Licensed","Eternals","Normal","Box","Retail",7,2,133,9.99,0.0751127819548872,4679,754
"3891","76154","Deviant Ambush!",2021,"Marvel Super Heroes","Licensed","Eternals","Normal","Box","Retail",NA,3,197,19.99,0.101472081218274,3827,924
"3892","76155","In Arishem's Shadow",2021,"Marvel Super Heroes","Licensed","Eternals","Normal","Box","Retail",7,4,493,69.99,0.141967545638945,3956,1045
"3893","76156","Rise of the Domo",2021,"Marvel Super Heroes","Licensed","Eternals","Normal","Box","Retail",NA,6,1040,99.99,0.0961442307692308,3477,1104
"3894","76168","Captain America Mech Armor",2021,"Marvel Super Heroes","Licensed","Avengers","Normal","Box","Retail",7,1,121,9.99,0.0825619834710744,5368,764
"3895","76169","Thor Mech Armor",2021,"Marvel Super Heroes","Licensed","Avengers","Normal","Box","Retail",7,1,139,9.99,0.0718705035971223,5003,745
"3896","76170","Iron Man vs. Thanos",2021,"Marvel Super Heroes","Licensed","Avengers","Normal","Box","Retail",4,2,103,19.99,0.194077669902913,1091,583
"3897","76171","Miles Morales Mech Armor",2021,"Marvel Super Heroes","Licensed","Spider-Man","Normal","Box","Retail",7,1,125,9.99,0.07992,5653,812
"3898","76172","Spider-Man and Sandman Showdown",2021,"Marvel Super Heroes","Licensed","Spider-Man","Normal","Box","Retail",4,2,45,9.99,0.222,1894,540
"3899","76173","Spider-Man and Ghost Rider vs. Carnage",2021,"Marvel Super Heroes","Licensed","Spider-Man","Normal","Box","Retail",7,3,212,19.99,0.0942924528301887,5353,1256
"3900","76174","Spider-Man's Monster Truck vs. Mysterio",2021,"Marvel Super Heroes","Licensed","Spider-Man","Normal","Box","Retail",8,4,439,49.99,0.113872437357631,1788,974
"3901","75320","Snowtrooper Battle Pack",2022,"Star Wars","Licensed","Episode V","Normal","Box","Retail",NA,4,105,19.99,0.190380952380952,14795,2404
"3902","75321","The Razor Crest Microfighter",2022,"Star Wars","Licensed","Microfighters","Normal","Box","Retail",NA,1,98,9.99,0.101938775510204,9971,1144
"3903","75322","Hoth AT-ST",2022,"Star Wars","Licensed","Episode V","Normal","Box","Retail",9,4,586,49.99,0.0853071672354949,10617,2612
"3904","75323","The Justifier ",2022,"Star Wars","Licensed","The Bad Batch","Normal","Box","Retail",9,5,1022,169.99,0.16633072407045,4981,2366
"3905","75324","Dark Trooper Attack",2022,"Star Wars","Licensed","The Mandalorian","Normal","Box","Retail",8,4,166,34.99,0.21078313253012,14086,2313
"3906","75325","The Mandalorian's N-1 Starfighter",2022,"Star Wars","Licensed","The Book of Boba Fett","Normal","Box","Retail",9,4,412,64.99,0.157742718446602,10879,3364
"3907","75326","Boba Fett's Throne Room",2022,"Star Wars","Licensed","The Book of Boba Fett","Normal","Box","Retail",9,7,732,99.99,0.136598360655738,9005,2284
"3908","75327","Luke Skywalker (Red Five) Helmet",2022,"Star Wars","Licensed","Helmet Collection","Normal","Box","Retail",18,0,675,69.99,0.103688888888889,9247,1803
"3909","75328","The Mandalorian Helmet",2022,"Star Wars","Licensed","Helmet Collection","Normal","Box","Retail",18,0,584,69.99,0.119845890410959,9368,1883
"3910","75329","Death Star Trench Run Diorama",2022,"Star Wars","Licensed","Diorama Collection","Normal","Box","Retail",18,0,665,69.99,0.105248120300752,9069,2294
"3911","75330","Dagobah Jedi Training Diorama",2022,"Star Wars","Licensed","Diorama Collection","Normal","Box","Retail",18,3,1000,89.99,0.08999,11008,2808
"3912","75331","The Razor Crest",2022,"Star Wars","Licensed","Ultimate Collector Series","Normal","Box","LEGO exclusive",18,4,6187,599.99,0.0969759172458381,3376,3780
"3913","75332","AT-ST",2022,"Star Wars","Licensed","Episode VI","Normal","Box","Retail",4,3,87,34.99,0.402183908045977,2343,873
"3914","75333","Obi-Wan Kenobi's Jedi Starfighter",2022,"Star Wars","Licensed","Episode II","Normal","Box","Retail",7,3,282,34.99,0.124078014184397,12259,2197
"3915","75334","Obi-Wan Kenobi vs. Darth Vader",2022,"Star Wars","Licensed","Obi-Wan Kenobi","Normal","Box","{Not specified}",8,4,408,49.99,0.122524509803922,6010,1662
"3916","75335","BD-1",2022,"Star Wars","Licensed","Jedi: Fallen Order","Normal","Box","Retail",14,1,1062,99.99,0.0941525423728814,6106,2440
"3917","75336","Inquisitor Transport Scythe",2022,"Star Wars","Licensed","Obi-Wan Kenobi","Normal","Box","Retail",9,4,924,99.99,0.108214285714286,8022,2890
"3918","75337","AT-TE Walker",2022,"Star Wars","Licensed","Episode III","Normal","Box","Retail",9,9,1082,139.99,0.129380776340111,8761,3384
"3919","75338","Ambush on Ferrix",2022,"Star Wars","Licensed","Andor","Normal","Box","Retail",9,3,679,79.99,0.11780559646539,4112,2387
"3920","75339","Death Star Trash Compactor Diorama",2022,"Star Wars","Licensed","Diorama Collection","Normal","Box","Retail",18,6,802,89.99,0.112206982543641,7684,2862
"3921","75340","LEGO Star Wars Advent Calendar",2022,"Star Wars","Licensed","Seasonal","Normal","Box","Retail",NA,8,329,34.99,0.106352583586626,8259,906
"3922","75341","Luke Skywalker's Landspeeder",2022,"Star Wars","Licensed","Ultimate Collector Series","Normal","Box","LEGO exclusive",18,2,1890,239.99,0.126978835978836,6803,2391
"3923","75342","Republic Fighter Tank",2022,"Star Wars","Licensed","The Clone Wars","Normal","Box","Retail",7,6,262,44.99,0.171717557251908,9485,2867
"3924","75343","Dark Trooper Helmet",2022,"Star Wars","Licensed","Helmet Collection","Normal","Box","Retail",18,0,693,69.99,0.100995670995671,5884,1720
"3925","75571","Neytiri & Thanator vs. AMP Suit Quaritch",2022,"Avatar","Licensed","Original Film","Normal","Box","Retail",9,2,560,44.99,0.0803392857142857,2013,807
"3926","75572","Jake & Neytiri's First Banshee Flight",2022,"Avatar","Licensed","Original Film","Normal","Box","Retail",9,2,572,54.99,0.0961363636363636,1783,819
"3927","75573","Floating Mountains: Site 26 & RDA Samson",2022,"Avatar","Licensed","Original Film","Normal","Box","Retail",9,5,887,99.99,0.112728297632469,1720,911
"3928","75574","Toruk Makto & Tree of Souls",2022,"Avatar","Licensed","Original Film","Normal","Box","Retail",12,4,1212,149.99,0.123754125412541,1656,1143
"3929","79005","The Wizard Battle",2013,"The Lord of the Rings","Licensed","The Fellowship of the Ring","Normal","Box","Retail",8,2,113,14.99,0.132654867256637,11245,2829
"3930","79006","The Council of Elrond",2013,"The Lord of the Rings","Licensed","The Fellowship of the Ring","Normal","Box","Retail",8,4,243,39.99,0.164567901234568,9375,3370
"3931","79007","Battle at the Black Gate",2013,"The Lord of the Rings","Licensed","The Return of the King","Normal","Box","Retail",9,5,656,69.99,0.106692073170732,7434,4166
"3932","79008","Pirate Ship Ambush",2013,"The Lord of the Rings","Licensed","The Return of the King","Normal","Box","Retail",9,9,756,99.99,0.132261904761905,7766,4456
"3933","79011","Dol Guldur Ambush",2013,"The Hobbit","Licensed","The Desolation of Smaug","Normal","Box","Retail",8,3,217,26.99,0.124377880184332,6883,2087
"3934","79012","Mirkwood Elf Army ",2013,"The Hobbit","Licensed","The Desolation of Smaug","Normal","Box","Retail",8,6,276,39.99,0.144891304347826,7125,2602
"3935","79013","Lake-town Chase",2013,"The Hobbit","Licensed","The Desolation of Smaug","Normal","Box","Retail",8,5,470,59.99,0.12763829787234,5758,2953
"3936","79014","Dol Guldur Battle",2013,"The Hobbit","Licensed","The Desolation of Smaug","Normal","Box","Retail",9,8,797,79.99,0.100363864491844,5857,2865
"3937","79100","Kraang Lab Escape",2013,"Teenage Mutant Ninja Turtles","Licensed","TV Series","Normal","Box","Retail",5,2,90,14.99,0.166555555555556,6990,1132
"3938","79101","Shredder's Dragon Bike",2013,"Teenage Mutant Ninja Turtles","Licensed","TV Series","Normal","Box","Retail",6,3,198,29.99,0.151464646464646,5176,1116
"3939","79102","Stealth Shell in Pursuit",2013,"Teenage Mutant Ninja Turtles","Licensed","TV Series","Normal","Box","Retail",6,3,162,26.99,0.166604938271605,4049,1084
"3940","79103","Turtle Lair Attack",2013,"Teenage Mutant Ninja Turtles","Licensed","TV Series","Normal","Box","Retail",6,6,488,49.99,0.102438524590164,4504,1463
"3941","79104","The Shellraiser Street Chase",2013,"Teenage Mutant Ninja Turtles","Licensed","TV Series","Normal","Box","Retail",7,5,690,69.99,0.101434782608696,3454,1485
"3942","79105","Baxter Robot Rampage",2013,"Teenage Mutant Ninja Turtles","Licensed","TV Series","Normal","Box","Retail - limited",6,5,397,49.99,0.125919395465995,2494,1219
"3943","79106","Cavalry Builder Set",2013,"The Lone Ranger","Licensed",NA,"Normal","Box","Retail",6,4,69,14.99,0.217246376811594,6465,1779
"3944","79107","Comanche Camp",2013,"The Lone Ranger","Licensed",NA,"Normal","Box","Retail",7,3,161,29.99,0.186273291925466,6258,1732
"3945","79108","Stagecoach Escape",2013,"The Lone Ranger","Licensed",NA,"Normal","Box","Retail",7,5,279,49.99,0.179175627240143,7652,2276
"3946","79109","Colby City Showdown",2013,"The Lone Ranger","Licensed",NA,"Normal","Box","Retail",8,5,587,59.99,0.102197614991482,4882,1984
"3947","79110","Silver Mine Shootout",2013,"The Lone Ranger","Licensed",NA,"Normal","Box","Retail",9,5,644,79.99,0.124208074534161,4827,2197
"3948","79111","Constitution Train Chase",2013,"The Lone Ranger","Licensed",NA,"Normal","Box","Retail",8,7,699,99.99,0.143047210300429,5998,2760
"3949","88003","L-Motor",2013,"Power Functions","Technical","Accessories","Normal","Other","LEGO exclusive",7,0,1,14.61,14.61,964,281
"3950","88004","Servo Motor",2013,"Power Functions","Technical","Accessories","Normal","{Not specified}","{Not specified}",NA,0,1,24.99,24.99,952,320
